id,weights,attention_to_politics,pres_vote,economy,immigration,crime,party_id,age,educ,race,gender,income
141534,0.484059604076222,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,71,High school credential,"White, non-Hispanic",Woman,72500
141536,0.190237617854458,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,74,Bachelor’s degree,"White, non-Hispanic",Man,72500
141537,0.623535661765159,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,34,Graduate degree,"White, non-Hispanic",Woman,250000
141538,2.7314600571602,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,63,Bachelor’s degree,"Black, non-Hispanic",Man,42500
141539,1.58053048997746,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,65,"Some post-high school, no bachelor’s degree",Hispanic,Woman,162500
141540,0.132768499472148,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,67,Bachelor’s degree,"White, non-Hispanic",Man,37500
141541,0.758937857178491,Some of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,28,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,23750
141542,0.739976203313303,About half the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,38,Bachelor’s degree,"White, non-Hispanic",Man,47500
141543,0.496250504255674,Some of the time,Donald Trump,Disapprove strongly,Approve not strongly,Disapprove strongly,Not very strong Democrat,38,"Some post-high school, no bachelor’s degree",Hispanic,Woman,67500
141544,2.35557034502447,Some of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,42,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,37500
141545,0.388220207272836,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,42500
141546,0.691022287747586,Always,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,66,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,162500
141547,1.38737467618165,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,65,High school credential,"Multiple races, non-Hispanic",Man,57500
141548,0.662792518520244,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Not very strong Republican,55,Bachelor’s degree,"White, non-Hispanic",Woman,57500
141550,2.66592909281287,Some of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Independent,66,High school credential,"White, non-Hispanic",Woman,117500
141551,0.360650105457094,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,76,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,42500
141552,0.182146775192916,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,77,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,42500
141553,1.18993538414719,About half the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,NA,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Man,212500
141554,0.79020606610554,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,33,Bachelor’s degree,"White, non-Hispanic",Man,162500
141555,4.50140730901626,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,55,"Some post-high school, no bachelor’s degree","Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Woman,250000
141557,0.138080836552948,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,74,Graduate degree,"White, non-Hispanic",Man,42500
141558,0.360432817405609,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,71,Graduate degree,"White, non-Hispanic",Woman,212500
141559,0.593192697704956,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,48,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
141560,0.411550319010026,Most of the time,Other,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,77,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,23750
141562,0.579419814704531,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,60,Bachelor’s degree,"White, non-Hispanic",Man,162500
141565,0.565091870630183,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,47,Graduate degree,"White, non-Hispanic",Woman,85000
141566,1.89299175326987,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,66,Less than high school credential,"White, non-Hispanic",Man,162500
141567,1.5930740783647,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,48,Graduate degree,Hispanic,Woman,212500
141568,2.75865921469888,About half the time,NA,Disapprove strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,29,"Some post-high school, no bachelor’s degree",Hispanic,Woman,47500
141570,1.08858173932707,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Not very strong Republican,58,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
141572,0.500091763053288,Most of the time,Other,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Republican,64,Graduate degree,"White, non-Hispanic",Man,117500
141573,0.740704816170517,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,39,Bachelor’s degree,"White, non-Hispanic",Man,47500
141574,0.311802919227831,Some of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,51,Graduate degree,"White, non-Hispanic",Woman,2500
141575,0.359581276704875,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,Graduate degree,"White, non-Hispanic",Man,105000
141576,0.321545384317259,Some of the time,Kamala Harris,Approve not strongly,Approve strongly,Approve strongly,Not very strong Democrat,58,Bachelor’s degree,"White, non-Hispanic",Woman,52500
141577,1.3705905935965,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,32,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,85000
141578,0.974475443119596,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,64,High school credential,"White, non-Hispanic",Woman,67500
141580,0.350788822543312,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,73,High school credential,"White, non-Hispanic",Woman,77500
141581,0.331042814555233,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve strongly,Not very strong Democrat,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
141582,0.245130336313327,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,53,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,16250
141583,0.567641154071,Some of the time,NA,Approve not strongly,Approve strongly,Approve strongly,Strong Democrat,45,"Some post-high school, no bachelor’s degree",Hispanic,Woman,47500
141584,2.85087089319696,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,59,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,72500
141585,0.306553359090608,Always,Kamala Harris,Approve not strongly,Approve strongly,Approve not strongly,Strong Democrat,37,Graduate degree,"White, non-Hispanic",Woman,212500
141587,1.95211439934887,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,40,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,212500
141588,0.355468633150381,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,47,Graduate degree,"White, non-Hispanic",Woman,2500
141589,0.532719680150495,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,67,Bachelor’s degree,"White, non-Hispanic",Woman,250000
141591,0.110722988144156,About half the time,Other,Disapprove strongly,Disapprove not strongly,Disapprove strongly,Independent-Democrat,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,NA
141592,4.99999998289759,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,36,High school credential,"White, non-Hispanic",Man,250000
141594,0.341345412621523,Most of the time,Kamala Harris,Approve not strongly,Approve strongly,Approve not strongly,Strong Democrat,68,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,2500
141595,4.99999998289759,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,38,High school credential,"Black, non-Hispanic",Man,85000
141596,0.636234601680242,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,52,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,105000
141598,0.329694925207714,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Approve strongly,Strong Republican,63,High school credential,Hispanic,Man,95000
141599,0.422869388478423,Most of the time,NA,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,73,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,2500
141600,1.38664369683459,Some of the time,Kamala Harris,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,55,High school credential,"Black, non-Hispanic",Woman,21250
141601,0.388372504388265,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,52,Graduate degree,"White, non-Hispanic",Woman,117500
141603,0.264209018916934,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,56,Bachelor’s degree,"White, non-Hispanic",Woman,26250
141604,0.55684305851086,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,80,Graduate degree,"White, non-Hispanic",Woman,NA
141605,0.425054567571542,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Approve not strongly,Independent,58,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,137500
141606,0.515048866491626,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,76,Graduate degree,"White, non-Hispanic",Man,250000
141607,1.28619434681827,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,68,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Man,62500
141608,0.265655714522392,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,64,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,21250
141610,1.26632845572956,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,55,Bachelor’s degree,"White, non-Hispanic",Woman,85000
141611,1.65841847134605,About half the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,43,Graduate degree,Hispanic,Man,250000
141613,1.10650831123842,About half the time,NA,Disapprove strongly,Disapprove strongly,Approve not strongly,Strong Republican,80,NA,"White, non-Hispanic",Woman,42500
141614,4.99999998289759,Some of the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,48,High school credential,"Black, non-Hispanic",Man,72500
141615,0.236213433703946,Most of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,56,Graduate degree,Hispanic,Woman,72500
141616,0.481766264292102,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,45,Graduate degree,"White, non-Hispanic",Woman,162500
141618,0.288590870036087,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,75,Graduate degree,"White, non-Hispanic",Woman,250000
141619,0.938102027666981,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent,65,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Man,37500
